,cust_id,cust_gender,affinity_card,bookkeeping_application,bulk_pack_diskettes,education,flat_panel_monitor,home_theater_package,household_size,occupation,os_doc_set_kanji,printer_supplies,yrs_residence,y_box_games,age,cust_marital_status,cust_city,country_name,cust_income_level,cust_credit_limit,amount_sold
2320,102321,M,0,1,0,Assoc-V,0,1,2,Crafts,0,1,4,0,82,single,Myrtle Grove,United States of America,"F: 110,000 - 129,999",9000,1055
2321,102322,F,0,1,1,HS-grad,0,1,2,Sales,0,1,4,0,58,single,Heidelberg,Germany,"F: 110,000 - 129,999",9000,1055
2322,102323,M,1,1,1,Profsc,1,1,3,Prof.,0,1,9,0,52,married,Schwerin,Germany,"F: 110,000 - 129,999",1500,1055
2323,102324,M,1,1,1,< Bach.,1,1,3,TechSup,0,1,4,0,78,,"Bristol, VT",United States of America,"F: 110,000 - 129,999",7000,1055
2324,102325,M,0,1,1,Bach.,1,0,3,Sales,0,1,5,0,76,single,Mullins,United States of America,"F: 110,000 - 129,999",9000,1055
2325,102326,M,1,1,1,Profsc,0,1,3,Prof.,0,1,11,0,61,,Asnieres,France,"F: 110,000 - 129,999",7000,1055
2326,102327,M,0,1,1,Bach.,1,1,2,Sales,0,1,4,0,79,single,Ludwigshafen,Germany,"F: 110,000 - 129,999",9000,1055
2327,102328,F,0,1,1,< Bach.,1,0,2,Exec.,0,1,2,0,42,married,Bridgeport,United States of America,"F: 110,000 - 129,999",1500,1055
2328,102329,F,0,1,0,< Bach.,0,1,2,Transp.,0,1,4,0,49,married,Cranford,United States of America,"F: 110,000 - 129,999",1500,1055
2329,102330,M,0,1,1,Masters,1,1,3,Prof.,0,1,5,0,55,,Bethel Acres,United States of America,"F: 110,000 - 129,999",7000,1055
2330,102331,F,0,1,1,HS-grad,1,1,4-5,Other,0,1,5,0,38,single,El Campello,Spain,"F: 110,000 - 129,999",9000,1055
2331,102332,M,0,1,1,HS-grad,1,0,2,Cleric.,0,1,3,1,69,married,Sitges,Spain,"F: 110,000 - 129,999",1500,1055
2332,102333,M,1,1,0,< Bach.,0,1,3,TechSup,0,1,5,0,66,,Passau,Germany,"F: 110,000 - 129,999",7000,1055
2333,102334,M,1,1,1,Bach.,1,0,3,Prof.,0,1,3,1,73,single,Black River,United States of America,"F: 110,000 - 129,999",9000,1055
2334,102335,M,0,0,1,7th-8th,1,0,3,Handler,0,1,3,1,75,married,West Milford,United States of America,"F: 110,000 - 129,999",1500,1055
2335,102336,M,0,1,1,< Bach.,0,0,3,Crafts,0,1,3,0,71,,Petite-Pierre La,France,"F: 110,000 - 129,999",7000,1055
2336,102337,M,0,1,1,Bach.,1,0,1,TechSup,0,1,3,1,75,single,Flensburg,Germany,"F: 110,000 - 129,999",9000,1055
2337,102338,M,0,1,1,Assoc-A,1,0,2,Transp.,0,1,3,1,39,married,North Utica,United States of America,"F: 110,000 - 129,999",1500,1055
2338,102339,M,0,0,1,10th,1,0,2,Crafts,0,1,1,1,64,,Oilton,United States of America,"F: 110,000 - 129,999",7000,1055
2339,102340,M,1,1,0,Bach.,0,1,3,Crafts,0,1,5,0,62,single,Oran,United States of America,"F: 110,000 - 129,999",9000,1055
2340,102341,M,0,1,1,HS-grad,0,1,2,Handler,0,1,4,0,67,married,Berchtesgaden,Germany,"F: 110,000 - 129,999",1500,1055
2341,102342,F,0,1,1,Masters,1,1,2,Prof.,0,1,7,0,37,single,Mainz,Germany,"F: 110,000 - 129,999",9000,1055
2342,102343,M,0,1,0,< Bach.,0,0,3,Cleric.,0,1,4,0,79,married,Tuebingen,Germany,"F: 110,000 - 129,999",1500,1055
2343,102344,F,0,1,0,< Bach.,0,0,2,Cleric.,0,1,2,1,41,,Weimar,Germany,"F: 110,000 - 129,999",7000,1055
2344,102345,M,1,1,1,Bach.,1,1,3,Sales,0,1,7,0,78,single,Roskilde,Denmark,"F: 110,000 - 129,999",9000,1055
2345,102346,M,1,1,1,Masters,1,1,3,Exec.,0,1,6,0,65,married,Rostock,Germany,"F: 110,000 - 129,999",1500,1055
2346,102347,F,0,1,0,HS-grad,0,1,2,Exec.,0,1,5,0,83,,Clisson,France,"F: 110,000 - 129,999",7000,1055
2347,102348,F,1,1,0,Bach.,0,1,4-5,Exec.,0,1,5,0,75,single,Tijeras,United States of America,"F: 110,000 - 129,999",9000,1055
2348,102349,M,0,0,0,10th,0,1,1,Sales,0,1,4,0,73,married,Mc Kean,United States of America,"F: 110,000 - 129,999",1500,1055
2349,102350,F,0,1,1,Assoc-V,1,0,9+,TechSup,0,1,3,0,81,,Waycross,United States of America,"F: 110,000 - 129,999",7000,1055
2350,102351,M,1,1,1,Bach.,1,1,3,Prof.,0,1,5,0,76,single,Lewisburg,United States of America,"F: 110,000 - 129,999",9000,1055
2351,102352,M,0,1,0,< Bach.,0,0,2,Crafts,0,1,3,1,77,married,Lowndesville,United States of America,"F: 110,000 - 129,999",1500,1055
2352,102353,M,1,1,1,Bach.,1,1,3,?,0,1,4,0,54,single,Kiel,Germany,"H: 150,000 - 169,999",5000,1055
2353,102354,F,0,1,1,HS-grad,1,0,6-8,Cleric.,0,1,3,1,69,single,Accomac,United States of America,"H: 150,000 - 169,999",10000,1055
2354,102355,M,0,1,1,Bach.,1,0,1,Other,0,1,3,1,48,single,Cork,Canada,"H: 150,000 - 169,999",3000,1055
2355,102356,M,0,1,1,Bach.,1,0,3,Cleric.,0,1,3,0,69,single,Aix-en-Provence,France,"H: 150,000 - 169,999",5000,1055
2356,102357,F,0,0,1,10th,1,1,9+,Cleric.,0,1,4,0,57,single,Laluz,United States of America,"H: 150,000 - 169,999",10000,1055
2357,102358,F,0,0,1,11th,1,1,4-5,Cleric.,0,1,3,0,38,single,Saint-Emilion,France,"H: 150,000 - 169,999",3000,1055
2358,102359,M,0,1,0,HS-grad,0,1,2,Crafts,0,1,5,0,72,single,Bonn,Germany,"H: 150,000 - 169,999",7000,1055
2359,102360,M,0,1,1,HS-grad,1,0,2,Cleric.,0,1,3,0,51,single,Elche,Spain,"H: 150,000 - 169,999",10000,1040
2360,102361,M,0,1,0,HS-grad,0,1,2,Exec.,0,1,4,0,35,single,Attica,United States of America,"H: 150,000 - 169,999",3000,1040
2361,102362,M,0,1,1,HS-grad,1,0,3,Machine,0,1,3,1,73,single,Woodstock,United States of America,"H: 150,000 - 169,999",7000,1040
2362,102363,F,0,0,0,11th,0,0,1,Machine,0,1,3,0,69,single,Bordeaux,France,"H: 150,000 - 169,999",10000,1040
2363,102364,F,0,1,1,Bach.,1,0,2,Exec.,0,1,4,0,68,single,Canaseraga,United States of America,"H: 150,000 - 169,999",3000,1040
2364,102365,M,0,1,1,< Bach.,1,1,3,Exec.,0,1,6,0,44,single,Locust Valley,United States of America,"H: 150,000 - 169,999",3000,1040
2365,102366,F,1,1,1,Bach.,1,0,9+,Other,0,1,4,1,46,single,Kaiserslautern,Germany,"H: 150,000 - 169,999",5000,1040
2366,102367,F,0,1,0,Masters,0,1,2,Prof.,0,1,4,0,74,single,Elba,United States of America,"H: 150,000 - 169,999",15000,1046
2367,102368,M,1,1,0,Bach.,0,1,3,TechSup,0,1,4,0,72,single,Vanleer,United States of America,"H: 150,000 - 169,999",5000,1046
2368,102369,F,0,1,1,Assoc-V,1,1,2,Cleric.,0,1,6,0,71,,Warstein,Germany,"G: 130,000 - 149,999",9000,1046
2369,102370,M,1,1,0,PhD,0,1,3,?,0,1,2,0,70,single,Belfast City,United Kingdom,"G: 130,000 - 149,999",9000,1046
2370,102371,F,0,1,1,Assoc-V,1,1,2,Cleric.,0,1,5,0,74,married,Montreuil,France,"G: 130,000 - 149,999",3000,1057
2371,102372,F,0,1,1,< Bach.,1,0,4-5,?,0,1,2,1,70,,Noma,United States of America,"G: 130,000 - 149,999",7000,1057
2372,102373,F,0,1,1,< Bach.,1,1,2,Sales,0,1,5,0,49,single,Henley-on-Thames,United Kingdom,"G: 130,000 - 149,999",9000,1057
2373,102374,M,1,1,0,Bach.,0,1,3,Exec.,0,1,8,0,67,married,Karlsruhe,Germany,"G: 130,000 - 149,999",1500,1057
2374,102375,F,0,1,1,< Bach.,1,0,1,Sales,0,1,1,1,46,,Great Yarmouth,United Kingdom,"G: 130,000 - 149,999",7000,1057
2375,102376,M,1,1,0,Assoc-V,0,1,3,Exec.,0,1,6,0,53,single,Lunel,France,"G: 130,000 - 149,999",9000,1057
2376,102377,F,0,0,0,10th,0,0,1,Sales,0,1,0,1,69,married,Hiseville,United States of America,"G: 130,000 - 149,999",1500,1057
2377,102378,M,0,1,0,< Bach.,0,1,3,Transp.,0,1,6,0,62,,Salamanca,Spain,"G: 130,000 - 149,999",7000,1057
2378,102379,F,0,1,1,HS-grad,1,1,9+,Cleric.,0,1,3,0,35,single,Alkmaar,Italy,"G: 130,000 - 149,999",9000,1057
2379,102380,M,1,1,1,Masters,1,1,3,Prof.,0,1,4,0,55,married,Evinston,United States of America,"G: 130,000 - 149,999",1500,1057
2380,102381,M,0,1,0,Assoc-V,0,1,2,?,0,1,5,0,44,married,Montara,United States of America,"G: 130,000 - 149,999",1500,1057
2381,102382,F,0,1,1,HS-grad,1,0,1,Cleric.,0,1,1,1,56,,Neuss,Germany,"G: 130,000 - 149,999",7000,1057
2382,102383,M,0,1,0,< Bach.,0,0,3,Prof.,0,1,3,0,78,single,Barry,United Kingdom,"G: 130,000 - 149,999",11000,1057
2383,102384,M,0,1,1,HS-grad,1,1,3,Handler,0,1,5,0,43,married,Schwaebisch Gmuend,Germany,"G: 130,000 - 149,999",1500,1042
2384,102385,M,1,1,1,Bach.,1,1,3,Prof.,0,1,4,0,64,married,Killarney,Canada,"G: 130,000 - 149,999",1500,1042
2385,102386,F,0,1,1,HS-grad,1,0,2,Cleric.,0,1,3,1,79,,Birmingham,United Kingdom,"G: 130,000 - 149,999",9000,1042
2386,102387,F,0,1,1,HS-grad,1,0,2,Cleric.,0,1,3,1,74,single,Palmdale,United States of America,"G: 130,000 - 149,999",11000,1042
2387,102388,M,1,1,1,Bach.,1,1,3,Exec.,0,1,6,0,70,single,Raamsdonksveer,Italy,"G: 130,000 - 149,999",9000,1042
2388,102389,M,0,1,1,< Bach.,1,1,2,Cleric.,0,1,5,0,73,married,Wolverhampton,United Kingdom,"G: 130,000 - 149,999",3000,1042
2389,102390,M,0,1,1,< Bach.,0,1,2,Protec.,0,1,7,0,68,,Ratingen,Germany,"G: 130,000 - 149,999",7000,1042
2390,102391,F,0,1,1,HS-grad,1,1,2,Sales,0,1,5,0,72,single,Krefeld,Germany,"G: 130,000 - 149,999",11000,1042
2391,102392,M,0,0,0,11th,0,0,1,Other,0,1,1,1,38,married,Greenwich,United Kingdom,"G: 130,000 - 149,999",1500,1042
2392,102393,M,0,1,0,HS-grad,0,0,1,Handler,0,1,2,1,63,,Blountstown,United States of America,"G: 130,000 - 149,999",7000,1042
2393,102394,M,1,1,1,Bach.,1,1,3,Exec.,0,1,4,0,61,single,Los Angeles,United States of America,"G: 130,000 - 149,999",9000,1057
2394,102395,M,0,1,1,HS-grad,1,1,3,Machine,0,1,6,0,66,married,Konstanz,Germany,"G: 130,000 - 149,999",1500,1057
2395,102396,M,0,1,1,< Bach.,1,0,3,Cleric.,0,1,5,0,60,,Stornoway,United Kingdom,"G: 130,000 - 149,999",7000,1057
2396,102397,M,1,1,0,Bach.,0,1,3,Exec.,0,1,4,0,75,single,Mackville,United States of America,"G: 130,000 - 149,999",11000,1057
2397,102398,F,0,1,0,Bach.,0,0,2,Prof.,0,1,3,1,41,married,Ravensburg,Germany,"G: 130,000 - 149,999",1500,1057
2398,102399,M,0,0,1,10th,1,0,1,Other,0,1,1,1,40,,Nanterre,France,"G: 130,000 - 149,999",7000,1057
2399,102400,M,1,1,1,Bach.,1,1,3,Exec.,0,1,5,0,43,married,Tralee,Canada,"K: 250,000 - 299,999",7000,1210
2400,102401,M,1,1,1,Bach.,1,1,3,Exec.,0,1,7,0,75,single,Bergen op Zoom,Italy,"G: 130,000 - 149,999",11000,1057
2401,102402,M,1,1,1,Bach.,1,0,3,Sales,0,1,3,0,37,single,Ferrals-les-Montagnes,France,"G: 130,000 - 149,999",9000,1057
2402,102403,M,0,1,1,HS-grad,1,0,1,Transp.,0,1,2,1,68,married,Arbuckle,United States of America,"G: 130,000 - 149,999",1500,1057
2403,102404,M,1,1,1,Masters,1,1,2,Sales,0,1,6,0,65,,Killarney,Canada,"G: 130,000 - 149,999",7000,1057
2404,102405,F,0,1,1,Bach.,1,0,1,Cleric.,0,1,3,1,71,single,Karlsruhe,Germany,"G: 130,000 - 149,999",11000,1057
2405,102406,M,1,1,1,HS-grad,1,1,3,Exec.,0,1,4,0,69,married,Great Yarmouth,United Kingdom,"G: 130,000 - 149,999",1500,1057
2406,102407,M,0,0,1,9th,1,1,3,Handler,0,1,4,0,72,,Eindhoven,Italy,"G: 130,000 - 149,999",9000,1057
2407,102408,M,0,1,1,HS-grad,1,0,1,Cleric.,0,1,2,1,57,single,Hiseville,United States of America,"G: 130,000 - 149,999",9000,1057
2408,102409,F,0,1,0,Bach.,0,0,1,Prof.,0,1,2,1,51,married,Torrevieja,Spain,"G: 130,000 - 149,999",1500,1057
2409,102410,F,0,1,1,< Bach.,1,0,1,?,0,1,1,1,74,,Abingdon,United Kingdom,"G: 130,000 - 149,999",9000,1057
2410,102411,F,0,1,1,HS-grad,1,1,4-5,Sales,0,1,7,0,73,single,Inverness,United Kingdom,"G: 130,000 - 149,999",11000,1057
2411,102412,F,0,0,1,9th,1,1,2,House-s,0,1,3,0,69,married,Los Angeles,United States of America,"G: 130,000 - 149,999",1500,1057
2412,102413,F,0,1,1,Masters,1,1,1,Prof.,0,1,4,0,42,,Henley-on-Thames,United Kingdom,"G: 130,000 - 149,999",7000,1057
2413,102414,F,0,1,1,< Bach.,1,1,2,Sales,0,1,4,0,50,,Cantoria,Spain,"G: 130,000 - 149,999",7000,1057
2414,102415,M,0,1,1,Bach.,1,1,9+,Prof.,0,1,5,0,59,single,Helmond,Italy,"G: 130,000 - 149,999",9000,1057
2415,102416,M,1,1,1,Assoc-A,1,1,3,Protec.,0,1,4,0,48,married,Warstein,Germany,"G: 130,000 - 149,999",1500,1042
2416,102417,M,1,1,1,< Bach.,1,1,3,Exec.,0,1,7,0,54,,Molino,United States of America,"G: 130,000 - 149,999",7000,1042
2417,102418,F,1,1,0,HS-grad,0,0,4-5,Machine,0,1,4,0,77,,Schwaebisch Gmuend,Germany,"G: 130,000 - 149,999",9000,1042
2418,102419,F,0,0,0,7th-8th,0,1,9+,Farming,0,1,2,0,73,single,Freising,Germany,"G: 130,000 - 149,999",11000,1042
2419,102420,M,0,0,1,11th,1,1,9+,Farming,0,1,3,0,72,married,Murnau,Germany,"G: 130,000 - 149,999",3000,1042
2420,102421,M,0,0,1,10th,0,1,2,?,0,1,9,0,77,,Los Angeles,United States of America,"G: 130,000 - 149,999",9000,1042
2421,102422,M,1,1,1,Profsc,1,1,2,Exec.,0,1,8,0,72,single,Greenwich,United Kingdom,"G: 130,000 - 149,999",11000,1042
2422,102423,M,0,1,1,HS-grad,1,1,2,Crafts,0,1,5,0,73,married,Halifax,United Kingdom,"G: 130,000 - 149,999",3000,1042
2423,102424,F,0,1,0,HS-grad,0,1,9+,Other,0,1,4,0,58,,King's Lynn,United Kingdom,"G: 130,000 - 149,999",7000,1042
2424,102425,F,1,1,0,Bach.,0,0,4-5,Exec.,0,1,3,1,39,single,Norwich,United Kingdom,"G: 130,000 - 149,999",9000,1042
2425,102426,M,0,1,1,< Bach.,1,1,2,Exec.,0,1,5,0,76,married,San Mateo,United States of America,"G: 130,000 - 149,999",3000,1042
2426,102427,M,0,1,0,< Bach.,0,1,1,Protec.,0,1,4,0,52,,Thame,United Kingdom,"G: 130,000 - 149,999",7000,1042
2427,102428,M,1,1,0,Assoc-V,0,1,3,Exec.,0,1,4,0,57,married,Nieuwegein,Italy,"A: Below 30,000",1500,1042
2428,102429,M,0,1,1,HS-grad,1,1,9+,Machine,0,1,4,0,98,,Auckland,New Zealand,"A: Below 30,000",1500,1042
2429,102430,F,0,1,0,HS-grad,0,0,9+,Other,0,1,5,1,91,single,San Carlos de Bariloche,Argentina,"A: Below 30,000",1500,1042
2430,102431,F,0,1,1,< Bach.,1,0,1,Other,0,1,1,1,75,married,Zeist,Italy,"A: Below 30,000",1500,1042
2431,102432,F,0,1,1,< Bach.,0,0,9+,Cleric.,0,1,3,0,56,,Wigan,United Kingdom,"A: Below 30,000",1500,1042
2432,102433,F,0,1,1,Bach.,1,0,2,Prof.,0,1,3,0,65,single,Bilthoven,Italy,"A: Below 30,000",1500,1042
2433,102434,M,0,1,1,Masters,1,0,3,Exec.,0,1,3,0,54,married,Limerick,Canada,"A: Below 30,000",1500,1042
2434,102435,M,1,1,1,Masters,1,1,3,Prof.,0,1,6,0,60,,Ede,Italy,"A: Below 30,000",1500,1042
2435,102436,F,1,1,1,< Bach.,1,1,4-5,Cleric.,0,1,6,0,43,single,Hoofddorp,Italy,"A: Below 30,000",1500,1042
2436,102437,M,1,1,0,HS-grad,0,1,3,Crafts,0,1,5,0,103,,Hyderabad,China,"A: Below 30,000",1500,1042
2437,102438,M,1,1,1,Bach.,1,1,3,Prof.,0,1,4,0,80,single,Shah Alam,Singapore,"A: Below 30,000",1500,1042
2438,102439,F,0,0,0,10th,0,0,2,Cleric.,0,1,3,1,85,married,Pune,China,"A: Below 30,000",1500,1042
2439,102440,M,0,1,1,HS-grad,1,0,1,Sales,0,1,2,1,86,,Londrina,Brazil,"A: Below 30,000",1500,1042
2440,102441,M,0,1,1,HS-grad,1,1,3,Crafts,0,1,6,0,90,single,Blumenau,Brazil,"A: Below 30,000",1500,1042
2441,102442,M,0,1,1,Bach.,1,0,2,Handler,0,1,2,1,44,married,Bath,United Kingdom,"A: Below 30,000",1500,1042
2442,102443,M,0,1,1,HS-grad,1,0,6-8,Other,0,1,2,1,69,,Gouda,Italy,"A: Below 30,000",1500,1042
2443,102444,M,0,1,0,Assoc-V,0,0,3,Farming,0,1,6,0,67,single,Soest,Italy,"A: Below 30,000",1500,1042
2444,102445,M,0,1,1,HS-grad,1,1,3,Sales,0,1,5,0,72,married,Groningen,Italy,"A: Below 30,000",1500,1042
2445,102446,M,0,1,1,HS-grad,1,0,3,Machine,0,1,3,1,66,,Darwin,Australia,"A: Below 30,000",1500,1042
2446,102447,M,0,1,0,Bach.,0,1,3,Exec.,0,1,6,0,99,single,Downham Market,United Kingdom,"A: Below 30,000",1500,1042
2447,102448,F,0,1,1,< Bach.,1,0,1,Cleric.,0,1,1,1,47,married,Durban,South Africa,"A: Below 30,000",1500,1042
2448,102449,F,0,1,0,Assoc-A,0,1,9+,Exec.,0,1,13,0,46,,Altrincham,United Kingdom,"A: Below 30,000",1500,1042
2449,102450,M,0,1,1,HS-grad,1,1,3,Sales,0,1,1,0,93,single,Kuala Lumpur,Singapore,"A: Below 30,000",1500,1042
2450,102451,M,1,1,1,HS-grad,1,1,2,Sales,0,1,10,0,70,married,Wroclaw,Poland,"A: Below 30,000",1500,1042
2451,102452,M,0,1,1,HS-grad,1,1,9+,Cleric.,0,1,4,0,95,,Shah Alam,Singapore,"A: Below 30,000",1500,1042
2452,102453,F,0,1,1,Bach.,1,1,9+,Cleric.,0,1,4,0,79,single,Niteroi,Brazil,"A: Below 30,000",1500,1042
2453,102454,F,0,1,1,Bach.,1,1,4-5,Prof.,0,1,4,0,61,married,Wageningen,Italy,"A: Below 30,000",1500,1042
2454,102455,M,0,1,1,< Bach.,1,0,1,Handler,0,1,1,1,101,,Blumenau,Brazil,"A: Below 30,000",1500,1042
2455,102456,M,0,1,1,HS-grad,1,1,3,Exec.,0,1,3,0,96,single,Delft,Italy,"A: Below 30,000",1500,1042
2456,102457,M,0,1,1,Bach.,1,1,2,Cleric.,0,1,8,0,97,married,Adelaide,Australia,"A: Below 30,000",3000,1043
2457,102458,M,0,1,1,Bach.,1,0,2,Farming,0,1,5,1,64,,Soest,Italy,"A: Below 30,000",1500,1043
2458,102459,F,0,1,1,HS-grad,1,0,6-8,Other,0,1,3,1,45,single,Purmerend,Italy,"A: Below 30,000",1500,1043
2459,102460,M,0,1,0,Bach.,0,1,2,House-s,0,1,4,0,100,married,Darwin,Australia,"A: Below 30,000",3000,1043
2460,102461,M,1,1,1,Bach.,1,1,3,Exec.,0,1,6,0,58,,Assen,Italy,"A: Below 30,000",1500,1043
2461,102462,F,1,1,1,Bach.,1,1,4-5,Prof.,0,1,4,0,42,single,Middelburg,Italy,"A: Below 30,000",1500,1043
2462,102463,M,0,1,1,< Bach.,1,0,1,?,0,1,2,1,78,married,Yokohama,Japan,"A: Below 30,000",1500,1043
2463,102464,M,1,1,0,Bach.,0,1,3,Exec.,0,1,6,0,94,married,Heerenveen,Italy,"A: Below 30,000",3000,1043
2464,102465,M,0,1,1,Assoc-V,1,0,2,Other,0,1,4,0,83,,Melbourne,Australia,"A: Below 30,000",1500,1043
2465,102466,M,0,1,1,Masters,1,0,3,Prof.,0,1,4,0,51,single,Rotterdam,Italy,"A: Below 30,000",1500,1043
2466,102467,M,0,1,1,Bach.,1,1,3,Exec.,0,1,4,0,53,married,Zaandam,Italy,"A: Below 30,000",1500,1043
2467,102468,F,1,1,1,< Bach.,0,1,4-5,Prof.,0,1,5,0,46,single,Stockport,United Kingdom,"F: 110,000 - 129,999",3000,1043
2468,102469,M,1,1,1,Bach.,1,0,3,Exec.,0,1,3,1,48,married,Velp,Italy,"F: 110,000 - 129,999",5000,1043
2469,102470,M,1,1,0,Bach.,0,1,3,Sales,0,1,5,0,80,,Hyderabad,China,"F: 110,000 - 129,999",10000,1043
2470,102471,F,0,1,1,< Bach.,1,0,2,Cleric.,0,1,3,1,83,,Wekerom,Italy,"F: 110,000 - 129,999",10000,1058
2471,102472,M,0,1,1,< Bach.,0,1,3,Crafts,0,1,3,0,75,single,Waddinxveen,Italy,"F: 110,000 - 129,999",3000,1058
2472,102473,M,1,1,0,Bach.,0,1,3,Prof.,0,1,6,0,73,married,Pune,China,"F: 110,000 - 129,999",5000,1058
2473,102474,M,0,0,1,11th,1,1,3,Other,0,1,5,0,81,,Diss,United Kingdom,"F: 110,000 - 129,999",10000,1058
2474,102475,F,0,1,0,Assoc-A,0,1,2,Cleric.,0,1,4,0,76,single,Nieuwegein,Italy,"F: 110,000 - 129,999",3000,1058
2475,102476,M,1,1,1,Assoc-A,1,1,3,Exec.,0,1,4,0,77,married,Auckland,New Zealand,"F: 110,000 - 129,999",5000,1058
2476,102477,M,0,1,1,< Bach.,1,0,3,Machine,0,1,3,0,59,,Utrecht,Italy,"F: 110,000 - 129,999",10000,1058
2477,102478,F,0,1,1,< Bach.,1,0,1,Other,0,1,1,1,40,single,Zeist,Italy,"F: 110,000 - 129,999",3000,1058
2478,102479,F,0,0,1,Presch.,1,1,4-5,Machine,0,1,5,0,80,married,Wigan,United Kingdom,"F: 110,000 - 129,999",5000,1058
2479,102480,M,0,1,0,HS-grad,0,1,3,Crafts,0,1,4,0,53,,Dordrecht,Italy,"F: 110,000 - 129,999",10000,1058
2480,102481,M,0,0,0,5th-6th,0,1,3,Other,0,1,5,0,37,single,Downham Market,United Kingdom,"F: 110,000 - 129,999",3000,1058
2481,102482,M,0,0,0,11th,0,1,3,Crafts,0,1,5,0,79,married,Petaling Jaya,Singapore,"F: 110,000 - 129,999",5000,1058
2482,102483,F,0,1,0,HS-grad,0,1,9+,Cleric.,0,1,4,0,73,,Hoofddorp,Italy,"F: 110,000 - 129,999",10000,1058
2483,102484,M,1,1,1,Assoc-V,1,1,3,Handler,0,1,5,0,44,married,Hyderabad,China,"F: 110,000 - 129,999",5000,1058
2484,102485,M,0,1,1,HS-grad,1,0,1,Handler,0,1,2,1,74,,Shah Alam,Singapore,"F: 110,000 - 129,999",10000,1058
2485,102486,M,1,1,1,Profsc,1,1,3,Prof.,0,1,7,0,74,single,Pune,China,"F: 110,000 - 129,999",3000,1058
2486,102487,M,0,1,0,< Bach.,0,1,3,TechSup,0,1,6,0,56,married,Londrina,Brazil,"F: 110,000 - 129,999",5000,1058
2487,102488,M,0,1,1,HS-grad,1,0,3,Farming,0,1,7,0,71,,Blumenau,Brazil,"F: 110,000 - 129,999",10000,1058
2488,102489,M,1,1,1,Assoc-A,1,1,3,Exec.,0,1,4,0,50,single,Delft,Italy,"F: 110,000 - 129,999",3000,1058
2489,102490,M,0,0,1,5th-6th,1,1,3,Other,0,1,5,0,68,married,Adelaide,Australia,"F: 110,000 - 129,999",5000,1058
2490,102491,M,0,1,1,< Bach.,1,1,3,Crafts,0,1,4,0,47,,Soest,Italy,"F: 110,000 - 129,999",10000,1058
2491,102492,M,0,1,1,< Bach.,1,1,3,Crafts,0,1,6,0,54,single,Groningen,Italy,"F: 110,000 - 129,999",3000,1058
2492,102493,M,0,1,1,Bach.,1,0,6-8,Transp.,0,1,3,1,72,married,Darwin,Australia,"F: 110,000 - 129,999",5000,1058
2493,102494,M,1,1,1,< Bach.,1,1,3,Sales,0,1,8,0,63,,Bolsward,Italy,"F: 110,000 - 129,999",10000,1058
2494,102495,F,0,1,0,Masters,0,0,2,Cleric.,0,1,3,0,36,single,Beverwijk,Italy,"F: 110,000 - 129,999",3000,1058
2495,102496,M,1,1,0,Masters,0,1,3,Prof.,0,1,4,0,45,married,Altrincham,United Kingdom,"F: 110,000 - 129,999",5000,1058
2496,102497,F,0,1,1,Bach.,1,0,1,Cleric.,0,1,2,1,57,,Kuala Lumpur,Singapore,"F: 110,000 - 129,999",10000,1058
2497,102498,M,0,1,1,Masters,1,0,3,Prof.,0,1,4,0,82,single,Wroclaw,Poland,"F: 110,000 - 129,999",3000,1058
2498,102499,M,1,1,0,HS-grad,0,1,3,Exec.,0,1,6,0,41,,Ede,Italy,"F: 110,000 - 129,999",10000,1058
2499,102500,M,0,1,0,HS-grad,0,1,6-8,Transp.,0,1,6,0,65,,Heilbronn,Germany,"K: 250,000 - 299,999",15000,1210
2500,102501,M,1,1,0,Bach.,0,1,3,Exec.,0,1,6,0,78,single,Hoofddorp,Italy,"F: 110,000 - 129,999",3000,1058
2501,102502,M,0,1,0,< Bach.,0,0,2,Exec.,0,1,3,1,65,married,Schimmert,Italy,"F: 110,000 - 129,999",5000,1058
2502,102503,M,0,1,1,HS-grad,0,0,1,Cleric.,0,1,3,0,66,,Lelystad,Italy,"F: 110,000 - 129,999",10000,1058
2503,102504,F,0,1,1,Bach.,1,1,9+,Sales,0,1,3,0,73,single,Enschede,Italy,"F: 110,000 - 129,999",3000,1058
2504,102505,M,0,1,1,HS-grad,1,0,9+,Machine,0,1,3,1,75,married,Waddinxveen,Italy,"F: 110,000 - 129,999",5000,1058
2505,102506,F,0,1,0,< Bach.,0,1,9+,Exec.,0,1,5,0,71,,Georgetown,Singapore,"F: 110,000 - 129,999",10000,1058
2506,102507,F,0,1,1,HS-grad,1,0,9+,Other,0,1,3,0,75,single,Kyoto,Japan,"F: 110,000 - 129,999",3000,1043
2507,102508,M,1,1,1,HS-grad,1,0,3,Crafts,0,1,3,0,39,married,Nieuwegein,Italy,"F: 110,000 - 129,999",5000,1043
2508,102509,M,0,1,1,HS-grad,1,0,3,Crafts,0,1,3,1,64,,San Nicolas,Argentina,"F: 110,000 - 129,999",10000,1043
2509,102510,M,1,1,1,Assoc-A,1,1,3,Protec.,0,1,5,0,62,single,Westminster,United Kingdom,"F: 110,000 - 129,999",3000,1043
2510,102511,M,0,1,0,< Bach.,0,0,3,Crafts,0,1,3,1,69,married,Fukuoka,Japan,"F: 110,000 - 129,999",5000,1043
2511,102512,M,1,1,0,Bach.,0,0,1,Crafts,0,1,3,1,67,married,Galway City,Canada,"F: 110,000 - 129,999",5000,1043
